frame,x0,y0,z0,v0,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x31,y31,z31,v31,x32,y32,z32,v32,elbow,shoulder,hip,knee,ankle
11,0.8810170292854309,0.4287571907043457,-0.09343390166759491,0.9997130036354065,0.7825374603271484,0.34271126985549927,0.17198024690151215,0.999653160572052,0.7879639863967896,0.3497878611087799,-0.32088735699653625,0.9999368190765381,0.7398361563682556,0.56228107213974,0.22378158569335938,0.2553051710128784,0.7491098642349243,0.6073050498962402,-0.3936409652233124,0.9950225353240967,0.7592047452926636,0.7786250114440918,0.11842217296361923,0.4367033541202545,0.7705672979354858,0.8503643870353699,-0.3628053665161133,0.9840109348297119,0.5562448501586914,0.5031725764274597,0.15445783734321594,0.9992966651916504,0.5488647818565369,0.506847083568573,-0.1542859822511673,0.9997257590293884,0.399356871843338,0.6323128938674927,0.2167125642299652,0.38697364926338196,0.39226749539375305,0.6563338041305542,-0.1132616251707077,0.9696195125579834,0.24183805286884308,0.6838371157646179,0.3750874102115631,0.7376195192337036,0.22077079117298126,0.7058568596839905,-0.003870230633765459,0.9847699999809265,0.24056561291217804,0.7729584574699402,0.308122456073761,0.8555245995521545,0.2114183008670807,0.8146200776100159,-0.1016993373632431,0.9802646040916443,166.3711971711894,48.12056787342632,169.62579789885322,152.43506129581874,111.02072966984363
12,0.8825381994247437,0.4301852583885193,-0.09523995220661163,0.9996923208236694,0.7831184267997742,0.34381553530693054,0.1730894297361374,0.999640166759491,0.7875742316246033,0.3515569865703583,-0.3225380480289459,0.9999342560768127,0.7398476004600525,0.5622517466545105,0.22541804611682892,0.2563055455684662,0.7488798499107361,0.6077761054039001,-0.3998585045337677,0.9948638677597046,0.7591192722320557,0.7777944207191467,0.11689802259206772,0.4332311451435089,0.7686565518379211,0.8483390212059021,-0.36653363704681396,0.9833555221557617,0.5592199563980103,0.5035179257392883,0.15561148524284363,0.9992562532424927,0.550007164478302,0.5076026916503906,-0.1553822010755539,0.9997084140777588,0.40003058314323425,0.6323320269584656,0.21714170277118683,0.386473149061203,0.392422616481781,0.6575782299041748,-0.11678323894739151,0.9681894779205322,0.24241676926612854,0.6836637258529663,0.3806116282939911,0.7344968914985657,0.22129838168621063,0.7050904035568237,-0.004343919921666384,0.9836774468421936,0.24248844385147095,0.7695749402046204,0.312097430229187,0.8526153564453125,0.2141745388507843,0.812321662902832,-0.10154705494642258,0.9790462255477905,166.70844849147485,48.11387484215206,169.71097068097282,151.93159023207878,109.31694045315541
13,0.8842560648918152,0.4317305386066437,-0.06727580726146698,0.9996680021286011,0.7831255793571472,0.34394046664237976,0.2047031968832016,0.9996235966682434,0.7914848923683167,0.35688334703445435,-0.306980162858963,0.9999325275421143,0.7395064830780029,0.5628603100776672,0.24988028407096863,0.2558765709400177,0.7504682540893555,0.6152901649475098,-0.3850414454936981,0.9947311878204346,0.7591058611869812,0.7775238752365112,0.13916423916816711,0.42842814326286316,0.7706347703933716,0.8498043417930603,-0.35657015442848206,0.9827178716659546,0.560478150844574,0.5036340355873108,0.15713931620121002,0.9992321133613586,0.5517218112945557,0.5110199451446533,-0.1569603830575943,0.9996994137763977,0.4004085659980774,0.6322268843650818,0.21595865488052368,0.38576367497444153,0.3928806185722351,0.6582104563713074,-0.1311313807964325,0.966654360294342,0.24202869832515717,0.6837138533592224,0.35851478576660156,0.7329658269882202,0.2214859426021576,0.7049587965011597,-0.03532566875219345,0.9829226136207581,0.2406274527311325,0.7696278691291809,0.2844889760017395,0.8507269620895386,0.2132333666086197,0.8126099705696106,-0.13795092701911926,0.9781429767608643,166.06206700313936,48.24566647009114,169.91075501216997,152.4338230089639,109.63914245468065
14,0.8863875865936279,0.4350844919681549,-0.07403595000505447,0.9996514320373535,0.7831084132194519,0.3439067602157593,0.19454210996627808,0.9996139407157898,0.7920646667480469,0.36423009634017944,-0.3099364638328552,0.9999309778213501,0.7395021319389343,0.5629963278770447,0.24543043971061707,0.25496038794517517,0.7503892779350281,0.623425304889679,-0.3823419213294983,0.9945595860481262,0.7588518857955933,0.773705005645752,0.14128515124320984,0.42383405566215515,0.7721778154373169,0.855066180229187,-0.35132208466529846,0.9819990992546082,0.5604679584503174,0.5039187669754028,0.1571882665157318,0.999210000038147,0.5522264838218689,0.5114164352416992,-0.15702573955059052,0.9996913075447083,0.4005275368690491,0.6323326230049133,0.2132161557674408,0.38962849974632263,0.39341145753860474,0.6585455536842346,-0.13250452280044556,0.9663119912147522,0.24224907159805298,0.6831685900688171,0.3638310432434082,0.7343201041221619,0.22175423800945282,0.7049254775047302,-0.02940848469734192,0.9825736284255981,0.24550268054008484,0.7711623311042786,0.2950087785720825,0.8504258394241333,0.21647323668003082,0.8124586343765259,-0.12893234193325043,0.9775596261024475,165.48857248430184,49.329360231300775,168.71973439201147,152.30426034984262,107.93027148240323
15,0.8874810934066772,0.44310179352760315,-0.06511319428682327,0.9996552467346191,0.7831084728240967,0.3448702096939087,0.1934066116809845,0.999614953994751,0.7928975820541382,0.3769097924232483,-0.28708142042160034,0.9999321699142456,0.7381976842880249,0.5631663203239441,0.24200382828712463,0.2541176676750183,0.7497287392616272,0.6278925538063049,-0.34837472438812256,0.9944867491722107,0.7584741115570068,0.770355761051178,0.1465461254119873,0.4194689989089966,0.7720980048179626,0.8557054996490479,-0.31940028071403503,0.9814616441726685,0.5603984594345093,0.5068585872650146,0.15027432143688202,0.9992092251777649,0.5530824065208435,0.525016188621521,-0.15014418959617615,0.99969482421875,0.39944538474082947,0.6315346360206604,0.20366545021533966,0.3997311592102051,0.39347073435783386,0.6615170836448669,-0.12343164533376694,0.966704785823822,0.24251726269721985,0.6821664571762085,0.3552260994911194,0.7395175695419312,0.22201599180698395,0.7055307030677795,-0.028429139405488968,0.9826441407203674,0.24717193841934204,0.7710152864456177,0.29057395458221436,0.852552592754364,0.217413991689682,0.8118899464607239,-0.1237616166472435,0.9774028658866882,164.62911154810567,48.54248631249274,171.1553902553491,153.8569348459713,106.87397485697055
16,0.8902294039726257,0.4521400034427643,-0.05843018740415573,0.9996675848960876,0.7845125198364258,0.3465045392513275,0.19412578642368317,0.9996271133422852,0.7939181923866272,0.38256049156188965,-0.28702467679977417,0.99993497133255,0.7364989519119263,0.5510265827178955,0.2451961189508438,0.2557442784309387,0.7472399473190308,0.6242396831512451,-0.3547578752040863,0.994537889957428,0.7575789093971252,0.7686370611190796,0.15132418274879456,0.41892310976982117,0.768083930015564,0.8553820252418518,-0.3284199833869934,0.9815237522125244,0.5619001984596252,0.5071740746498108,0.15115688741207123,0.9992173314094543,0.5540456771850586,0.5307759642601013,-0.15101934969425201,0.9997002482414246,0.39961785078048706,0.6320546865463257,0.202487513422966,0.4063909649848938,0.3940187990665436,0.6656134724617004,-0.12796542048454285,0.9671581387519836,0.24253568053245544,0.6814462542533875,0.3553391098976135,0.7430582642555237,0.22211264073848724,0.705540120601654,-0.02510525844991207,0.9827011823654175,0.24239511787891388,0.769670307636261,0.2885681986808777,0.8539332151412964,0.21730990707874298,0.8117040395736694,-0.12001625448465347,0.9774125814437866,163.9120523875261,47.35756308960214,171.58779689399606,152.95530971382547,105.66497143910189
17,0.8925686478614807,0.45991048216819763,-0.05973099544644356,0.999671220779419,0.7866472601890564,0.3557153344154358,0.19554580748081207,0.9996345639228821,0.7974005937576294,0.38732776045799255,-0.2894664406776428,0.9999368190765381,0.7363103628158569,0.5578069686889648,0.24858587980270386,0.2586771845817566,0.74692302942276,0.626038134098053,-0.3581366539001465,0.9945198893547058,0.7569087743759155,0.7687045335769653,0.1529647558927536,0.4192812740802765,0.76748126745224,0.852193295955658,-0.3327730596065521,0.9814553260803223,0.5633294582366943,0.5073860883712769,0.15136006474494934,0.999210000038147,0.5566759705543518,0.5324509143829346,-0.15127959847450256,0.9996992349624634,0.39995086193084717,0.6336478590965271,0.20215897262096405,0.4092940092086792,0.3950391411781311,0.6680535078048706,-0.13053010404109955,0.9669673442840576,0.24266363680362701,0.6817256212234497,0.35485294461250305,0.7438077330589294,0.22225914895534515,0.7073426842689514,-0.02742490917444229,0.9825441241264343,0.24445277452468872,0.7696129083633423,0.2848072052001953,0.8538945913314819,0.21828791499137878,0.8130960464477539,-0.12697218358516693,0.9772149920463562,162.8627053951218,46.976857660429225,171.08349537187652,152.8134799362032,104.96062189662725
18,0.895186722278595,0.4840131998062134,-0.06213090196251869,0.9996753931045532,0.7896315455436707,0.3639088571071625,0.1937989443540573,0.9996451735496521,0.8001121878623962,0.4005299210548401,-0.28853923082351685,0.9999390840530396,0.7356189489364624,0.5612724423408508,0.245939239859581,0.2618270218372345,0.7439978122711182,0.6359798908233643,-0.35783153772354126,0.9945188760757446,0.75469970703125,0.7715519070625305,0.14868220686912537,0.4210033416748047,0.7653483748435974,0.8528240919113159,-0.3354436457157135,0.9814728498458862,0.5687963366508484,0.5155290961265564,0.1522231101989746,0.9991897344589233,0.5632143020629883,0.5399742126464844,-0.15207244455814362,0.9996945858001709,0.3999921679496765,0.6359494924545288,0.19564935564994812,0.4106687009334564,0.395788311958313,0.6716243028640747,-0.13978108763694763,0.9671206474304199,0.24254778027534485,0.6823506951332092,0.3489847779273987,0.7442622184753418,0.2223348617553711,0.7088074684143066,-0.04020257294178009,0.9825048446655273,0.24456234276294708,0.7718585133552551,0.27585288882255554,0.8536263704299927,0.21849729120731354,0.8148207664489746,-0.14308635890483856,0.9771380424499512,160.96848007038716,46.1135179229513,172.29633020943203,153.9176484510693,104.17173151382804
19,0.8993971943855286,0.5066102743148804,-0.06465856730937958,0.999678909778595,0.7942526936531067,0.37436962127685547,0.18737395107746124,0.9996549487113953,0.8003796339035034,0.41162267327308655,-0.28199660778045654,0.9999409914016724,0.7353574633598328,0.5694156885147095,0.245468869805336,0.26364684104919434,0.7411794066429138,0.6436704993247986,-0.340481698513031,0.9944477081298828,0.7547346353530884,0.7733834385871887,0.14954814314842224,0.4207727015018463,0.7653949856758118,0.8537655472755432,-0.3141680955886841,0.9811474680900574,0.5713852643966675,0.5225488543510437,0.15218114852905273,0.9991745352745056,0.5635809302330017,0.5457123517990112,-0.15199384093284607,0.9996918439865112,0.4007515609264374,0.6364583969116211,0.1949901431798935,0.41480401158332825,0.3966178894042969,0.6717460751533508,-0.13419808447360992,0.9673410058021545,0.24231021106243134,0.682433545589447,0.3523086905479431,0.7460253238677979,0.2223881185054779,0.7088144421577454,-0.032559700310230255,0.9826014041900635,0.24461975693702698,0.7718378901481628,0.278490275144577,0.8548769950866699,0.21845854818820953,0.8149883151054382,-0.13722515106201172,0.9773197770118713,159.11008039899758,46.16764313509585,172.4658411177329,154.95992583251353,104.12974089722879
20,0.8983167409896851,0.51678866147995,-0.0546632818877697,0.9996986985206604,0.7962273359298706,0.3806891143321991,0.1926681101322174,0.9996732473373413,0.8040096759796143,0.41821351647377014,-0.26950734853744507,0.9999445676803589,0.7336970567703247,0.5692532062530518,0.25134390592575073,0.2684772312641144,0.7384980320930481,0.6356790065765381,-0.33038628101348877,0.9945255517959595,0.7537729144096375,0.7725884914398193,0.16212919354438782,0.4238220453262329,0.7621167302131653,0.8520467877388,-0.3036108613014221,0.9812614917755127,0.5720431208610535,0.526561975479126,0.15129636228084564,0.9991809725761414,0.5658133625984192,0.5483840703964233,-0.15107828378677368,0.9996965527534485,0.4008704125881195,0.6384077668190002,0.188449427485466,0.41818132996559143,0.39663687348365784,0.6735805869102478,-0.13307207822799683,0.9676533937454224,0.2407454550266266,0.683876097202301,0.34141793847084045,0.7459070086479187,0.22239252924919128,0.7087997198104858,-0.031029323115944862,0.9826169610023499,0.24107861518859863,0.7726919651031494,0.265349805355072,0.8548170924186707,0.21815082430839539,0.8149609565734863,-0.13437500596046448,0.9774671792984009,157.00256253663937,44.58006215426764,172.14590410894493,154.92094559237404,103.71426672728143
21,0.8988190293312073,0.5456418395042419,-0.04982684925198555,0.9997146129608154,0.8019861578941345,0.40621259808540344,0.19405195116996765,0.9996894598007202,0.8067508339881897,0.4362402856349945,-0.2580493092536926,0.9999478459358215,0.7317911982536316,0.5764542818069458,0.2560960650444031,0.27117282152175903,0.7333643436431885,0.63276207447052,-0.3151739835739136,0.9945175051689148,0.752119243144989,0.7716017961502075,0.17439641058444977,0.42383334040641785,0.7607962489128113,0.8505404591560364,-0.28403884172439575,0.9809820652008057,0.5732151865959167,0.5359349846839905,0.15025077760219574,0.9991759657859802,0.5687767863273621,0.557878851890564,-0.15001529455184937,0.9996963739395142,0.4012466073036194,0.6409478783607483,0.1858828365802765,0.4200734496116638,0.39694148302078247,0.6761034727096558,-0.12963801622390747,0.9679288864135742,0.24118947982788086,0.6836398839950562,0.3328973352909088,0.7452397346496582,0.2226429134607315,0.7085123062133789,-0.029935063794255257,0.9825840592384338,0.23984304070472717,0.7726612687110901,0.25490909814834595,0.8546289205551147,0.21811065077781677,0.8144943118095398,-0.13199248909950256,0.9776676893234253,152.34134181025408,42.450650611551225,172.53723064951834,156.00131853233114,102.98123649109213
22,0.8992401957511902,0.5636373162269592,-0.05045270919799805,0.9997126460075378,0.8052749633789062,0.42185914516448975,0.1852434128522873,0.9996916055679321,0.8065678477287292,0.4519537389278412,-0.2622089684009552,0.9999491572380066,0.732433557510376,0.5827307105064392,0.2558574974536896,0.2677954435348511,0.7294263243675232,0.6397106647491455,-0.31794503331184387,0.9943535923957825,0.751419723033905,0.7755610942840576,0.17035771906375885,0.41685980558395386,0.7621816992759705,0.8540341854095459,-0.2835808992385864,0.980125367641449,0.5738782286643982,0.5418224334716797,0.1492283046245575,0.9991432428359985,0.5680801272392273,0.5662131905555725,-0.14898504316806793,0.9996890425682068,0.4008644223213196,0.6482749581336975,0.18805241584777832,0.42064452171325684,0.3965027630329132,0.678017795085907,-0.11866144835948944,0.9678336381912231,0.23894380033016205,0.683432936668396,0.3375338017940521,0.7435712814331055,0.22175265848636627,0.7083523869514465,-0.0217267032712698,0.9823347926139832,0.2394055724143982,0.7742133736610413,0.26158973574638367,0.8542252779006958,0.21486835181713104,0.817080020904541,-0.12393341213464737,0.9776075482368469,148.97275104089618,42.066379889272596,172.50164644803849,156.75468956668678,103.47000136926768
23,0.8991960287094116,0.57679682970047,-0.05336044728755951,0.9997166395187378,0.8069584369659424,0.42757150530815125,0.187180295586586,0.9996946454048157,0.8063688278198242,0.4660482704639435,-0.2612336575984955,0.9999503493309021,0.7295967936515808,0.5852044224739075,0.26634350419044495,0.2635916769504547,0.7299991846084595,0.6450855135917664,-0.3118544816970825,0.9942541122436523,0.7515862584114075,0.7781932353973389,0.1917428970336914,0.4086219072341919,0.764490008354187,0.8606032133102417,-0.27028360962867737,0.9793647527694702,0.5755559802055359,0.5446853041648865,0.14903999865055084,0.9990999698638916,0.5677238702774048,0.5728093981742859,-0.1487506777048111,0.9996767640113831,0.39753657579421997,0.6477956175804138,0.18881769478321075,0.41605913639068604,0.39649370312690735,0.6850262880325317,-0.11854308098554611,0.9669580459594727,0.23671460151672363,0.682373583316803,0.32685935497283936,0.7387790083885193,0.21763621270656586,0.709560215473175,-0.030287913978099823,0.9816073179244995,0.23955011367797852,0.7741602659225464,0.24852125346660614,0.8516966104507446,0.21400302648544312,0.8174635171890259,-0.13117533922195435,0.9770513772964478,147.80448390470963,42.79817406604596,170.85625281158863,154.56816250659222,99.73849261539246
